Common Name,Country,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status,Image Url
Amazon Parrot,South America,Bird,Aves,Psittaciformes,Amazona spp.,2021,Not Listed,Not Listed,S3,G4,Endemic,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Amazon River Dolphin,South America,Mammal,Mammalia,Cetacea,Inia geoffrensis,2021,Not Listed,Endangered,S1,G2,Freshwater,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Amazon Tree Boa,South America,Reptile,Reptilia,Serpentes,Corallus hortulanus,2021,Not Listed,Not Listed,S3,G5,Endemic,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Amazonian Manatee,South America,Mammal,Mammalia,Sirenia,Trichechus inunguis,2021,Not Listed,Vulnerable,S2,G3,Freshwater,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Amazonian Royal Flycatcher,South America,Bird,Aves,Passeriformes,Tyrannus squammulatus,2021,Not Listed,Not Listed,S4,G5,Endemic,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Amberjack,North America,Fish,Actinopterygii,Perciformes,Seriola dumerili,2021,Not Listed,Not Listed,S3,G4,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Amboina Box Turtle,Southeast Asia,Reptile,Reptilia,Testudines,Cuora amboinensis,2021,Not Listed,Not Listed,S2,G3,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Ambrosia Beetle,North America,Insect,Insecta,Coleoptera,Xylosandrus mutilatus,2020,Not Listed,Not Listed,S3,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
American Alligator,United States,Reptile,Reptilia,Crocodylia,Alligator mississippiensis,2021,Not Listed,Threatened,S3,G4,Widespread,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
American Alsatian,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Avocet,North America,Bird,Aves,Charadriiformes,Recurvirostra americana,2021,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Badger,North America,Mammal,Mammalia,Carnivora,Taxidea taxus,2021,Not Listed,Not Listed,S3,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Bison,North America,Mammal,Mammalia,Artiodactyla,Bison bison,2022,Not Listed,Not Listed,S3,G4,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Bittern,North America,Bird,Aves,Pelecaniformes,Botaurus lentiginosus,2021,Not Listed,Not Listed,S3,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Black Bear,North America,Mammal,Mammalia,Carnivora,Ursus americanus,2021,Not Listed,Not Listed,S3,G5,Widespread,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Bulldog,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Bullfrog,North America,Amphibian,Amphibia,Anura,Lithobates catesbeianus,2021,Not Listed,Not Listed,S4,G5,Widespread,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
American Bully,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Chameleon,United States,Reptile,Reptilia,Squamata,Anolis carolinensis,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
American Cocker Spaniel,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Cockroach,Worldwide,Insect,Insecta,Blattodea,Periplaneta americana,2021,Not Listed,Not Listed,S5,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
American Coonhound,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Coot,North America,Bird,Aves,Gruiformes,Fulica americana,2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Crocodile,United States,Reptile,Reptilia,Crocodylia,Crocodylus acutus,2021,Not Listed,Threatened,S3,G4,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
American Crow,North America,Bird,Aves,Passeriformes,Corvus brachyrhynchos,2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Curl,United States,Mammal,Mammalia,Carnivora,Felis catus,2022,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Dipper,North America,Bird,Aves,Passeriformes,Cinclus mexicanus,2021,Not Listed,Not Listed,S3,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Dog Tick,North America,Insect,Arachnida,Ixodidae,Dermacentor variabilis,2021,Not Listed,Not Listed,S4,G5,Widespread,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
American Eel,North America,Fish,Actinopterygii,Anguilliformes,Anguilla rostrata,2021,Not Listed,Not Listed,S3,G5,Limited Range,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
American Eskimo Dog,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Flamingo,Americas,Bird,Aves,Phoenicopteriformes,Phoenicopterus ruber,2021,Not Listed,Not Listed,S3,G4,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Foxhound,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Goldfinch,North America,Bird,Aves,Passeriformes,Spinus tristis,2021,Not Listed,Not Listed,S3,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Green Tree Frog,North America,Amphibian,Amphibia,Anura,Hyla cinerea,2021,Not Listed,Not Listed,S4,G5,Widespread,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
American Hairless Terrier,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S5,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Kestrel,North America,Bird,Aves,Falconiformes,Falco sparverius,2021,Not Listed,Not Listed,S4,G5,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Leopard Hound,United States,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2022,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Lion,North America,Mammal,Mammalia,Carnivora,Panthera leo,2021,Not Listed,Not Listed,S3,G5,Endangered,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Marten,North America,Mammal,Mammalia,Carnivora,Martes americana,2021,Not Listed,Not Listed,S4,G5,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Oystercatcher,North America,Bird,Aves,Charadriiformes,Haematopus palliatus,2021,Not Listed,Not Listed,S4,G4,Migratory,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Oystercatcher,North America,Bird,Aves,Charadriiformes,Haematopus palliatus,2022,Not Listed,Not Listed,S4,G5,Coastal and Estuarine,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Paddlefish,North America,Fish,Actinopterygii,Chondrostei,Polyodon spathula,2021,Not Listed,Endangered,S1,G3,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
American Pika,North America,Mammal,Mammalia,Lagomorpha,Ochotona princeps,2021,Not Listed,Not Listed,S3,G5,Mountain Regions,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Pit Bull Terrier,North America,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S3,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Pugabull,North America,Mammal,Mammalia,Carnivora,Mixed breed (Pit Bull x Pug),2021,Not Listed,Not Listed,S3,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Pygmy Goat,North America,Mammal,Mammalia,Artiodactyla,Capra aegagrus hircus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Quarter Horse,North America,Mammal,Mammalia,Perissodactyla,Equus ferus caballus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Red Squirrel,North America,Mammal,Mammalia,Rodentia,Sciurus vulgaris,2021,Not Listed,Not Listed,S4,G5,Forested Areas,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Robin,North America,Bird,Aves,Passeriformes,Turdus migratorius,2022,Not Listed,Not Listed,S5,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Saddlebred,North America,Mammal,Mammalia,Perissodactyla,Equus ferus caballus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Shorthair,North America,Mammal,Mammalia,Carnivora,Felis catus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Softshell Turtle,North America,Reptile,Reptilia,Testudines,Apalone ferox,2021,Not Listed,Not Listed,S2,G4,Freshwater,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
American Sparrow,North America,Bird,Aves,Passeriformes,"Various (e.g., Passer domesticus)",2021,Not Listed,Not Listed,S4,G5,Widespread,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Staffordshire Terrier,North America,Mammal,Mammalia,Carnivora,Canis lupus familiaris,2021,Not Listed,Not Listed,S3,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Toad,North America,Amphibian,Amphibia,Anura,Anaxyrus americanus,2021,Not Listed,Not Listed,S4,G5,Widespread,https://cdn.mos.cms.futurecdn.net/39CUYMP8vJqHAYGVzUghBX-1200-80.jpg
American Warmblood,North America,Mammal,Mammalia,Perissodactyla,Equus ferus caballus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Water Spaniel,North America,Mammal,Mammalia,Carnivora,A SPANIEL (breed),2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
American Wigeon,North America,Bird,Aves,Anseriformes,Mareca americana,2021,Not Listed,Not Listed,S3,G5,Wetlands,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
American Wirehair,North America,Mammal,Mammalia,Carnivora,Felis catus,2021,Not Listed,Not Listed,S4,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Amethystine Python,Australia,Reptile,Reptilia,Serpentes,Morelia amethistina,2021,Not Listed,Not Listed,S2,G4,Limited Range,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Ammonite,Prehistoric,Mollusk,Mollusca,Cephalopoda,Various (extinct),N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://cdn.pixabay.com/video/2023/06/30/169471-841382876_tiny.jpg
Amphipod,Worldwide,Invertebrate,Arthropoda,Malacostraca,"Various (e.g., Gammarus spp.)",2021,Not Listed,Not Listed,S4,G5,Marine and Freshwater,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Amur Leopard,"Russia, China",Mammal,Mammalia,Carnivora,Panthera pardus orientalis,2021,Endangered,Endangered,S1,G1,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Amur Tiger,"Russia, China",Mammal,Mammalia,Carnivora,Panthera tigris altaica,2021,Endangered,Endangered,S1,G1,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Anaconda,South America,Reptile,Reptilia,Serpentes,Eunectes murinus,2021,Not Listed,Not Listed,S3,G4,Freshwater,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Anaconda Snake,South America,Reptile,Reptilia,Serpentes,Eunectes murinus,2021,Not Listed,Not Listed,S3,G4,Freshwater,https://www.eurokidsindia.com/blog/wp-content/uploads/2023/10/fascinating-reptile-facts.jpg
Anatolian Shepherd,Turkey,Mammal,Mammalia,Carnivora,Canis familiaris,2021,Not Listed,Not Listed,S3,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Anatolian Shepherd Dog,Turkey,Mammal,Mammalia,Carnivora,Canis familiaris,2021,Not Listed,Not Listed,S3,G5,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Anchovies,Worldwide,Fish,Actinopterygii,Clupeiformes,Engraulis spp.,2021,Not Listed,Not Listed,S4,G5,Marine,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Andalusian Horse,Spain,Mammal,Mammalia,Perissodactyla,Equus ferus caballus,2021,Not Listed,Not Listed,S3,G4,Domestic,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Andean Cat,South America,Mammal,Mammalia,Carnivora,Leopardus jacobita,2021,Endangered,Endangered,S1,G2,Limited Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Andean Condor,South America,Bird,Aves,Cathartiformes,Vultur gryphus,2021,Endangered,Endangered,S1,G2,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Andean Goose,South America,Bird,Aves,Anseriformes,Chloephaga melanoptera,2021,Not Listed,Not Listed,S4,G5,Limited Range,https://live.staticflickr.com/65535/51980751292_38b3d98b76_b.jpg
Andean Mountain Cat,Andes region,Mammal,Mammalia,Carnivora,Leopardus jacobita,2021,Endangered,Endangered,S1,G2,Restricted Range,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Andrewsarchus,Prehistoric,Mammal,Mammalia,Artiodactyla,Andrewsarchus mongoliensis,N/A,Not Listed,Not Listed,N/A,G1 (extinct),Fossil,https://www.noaa.gov/sites/default/files/styles/landscape_width_1275/public/legacy/image/2019/Jun/PHOTO%20-%20seal%20rehabbed%20-%2004262016%20-%20marine%20mammals%20of%20maine%20-%20LANDSCAPE.jpg
Anemone,Worldwide,Invertebrate,Cnidaria,Anthozoa,Various species,2020,Not Listed,Not Listed,S5,G5,Marine and Coastal,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Invertebrate_montage_%282022%29.jpg/1200px-Invertebrate_montage_%282022%29.jpg
Angelfish,Tropical Regions,Fish,Actinopterygii,Perciformes,Pterophyllum scalare,2021,Not Listed,Not Listed,S3,G5,Freshwater,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Angelshark,Eastern Atlantic,Fish,Chondrichthyes,Elasmobranchii,Squatina squatina,2021,Not Listed,Vulnerable,S2,G3,Coastal,https://www.thesprucepets.com/thmb/M22UH3-0kR74sgHT91kkUn4wKco=/3100x0/filters:no_upscale():strip_icc()/GettyImages-1413740339-5aea18fdc25b41039fa8dc91d687f527.jpg
Angled Sunbeam Caterpillar,North America,Insect,Arthropoda,Insecta,Drepana arcuata,2021,Not Listed,Not Listed,S4,G4,Limited Range,https://kellogggarden.com/wp-content/uploads/2016/04/Ladybug.jpg
